"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"CH","2024-08-13","87","-2.22","5.8","Judge, Aaron",592450,686563,,"ball",,,,,14,"Aaron Judge walks.","R","R","R","CWS","NYY","B",,,2,2,2024,"-1.41","0.11","0.13","0.95",,,,2,1,"Top",,,,,,,8.533504757328414,-126.26810183055763,-5.59300413082706,-16.925028985452943,27.871177833542017,-29.91630755369834,"4","1.72",,,,"86.6",1740,"6.4",746757,686676,683734,672820,678246,681460,643217,673357,667452,"54.13",,,,,,,,3,6,"Changeup",0,0,0,0,0,0,0,0,"Strategic","Standard",241,"0","0.041",,,,"-0.041",,0,0,"0.537","0.463",23,32,24,32,1,0,7,1,6,1,"2.93","1.41","1.41","25.3"
"ST","2024-08-13","84.2","-2.26","5.97","Judge, Aaron",592450,686563,,"ball",,,,,14,"Aaron Judge walks.","R","R","R","CWS","NYY","B",,,1,2,2024,"0.79","0.11","1.18","1.92",,,,2,1,"Top",,,,,,,6.4043574899043785,-122.4856284898307,-3.1583866065818054,6.472628587759951,26.653045878940958,-30.658358659814965,"4.01","1.76",,,,"83.7",2576,"6.2",746757,686676,683734,672820,678246,681460,643217,673357,667452,"54.27",,,,,,,,3,5,"Sweeper",0,0,0,0,0,0,0,0,"Strategic","Standard",61,"0","0.015",,,,"-0.015",,0,0,"0.537","0.463",23,32,24,32,1,0,7,1,6,1,"3.14","-0.79","-0.79","29.3"
"SI","2024-08-13","93.1","-2.07","6.02","Judge, Aaron",592450,686563,,"foul",,,,,9,"Aaron Judge walks.","R","R","R","CWS","NYY","S",,,1,2,2024,"-1.31","0.38","0.42","2.51",,,,2,1,"Top",,,,,,,9.22072978745684,-135.2916543486129,-4.090306566462448,-18.07846803934797,27.782044178198795,-26.747527589342525,"4.03","1.88",153,"77.8",14,"92.9",2047,"6.1",746757,686676,683734,672820,678246,681460,643217,673357,667452,"54.41",,,,,,,,3,4,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",229,"0","0","75.3","7.5",,"0","88.0",0,0,"0.537","0.463",23,32,24,32,1,0,7,1,6,1,"2.24","1.31","1.31","27.7"
"FF","2024-08-13","95.1","-2.06","6.06","Judge, Aaron",592450,686563,,"ball",,,,,14,"Aaron Judge walks.","R","R","R","CWS","NYY","B",,,0,2,2024,"-0.8","1.11","2.19","2.32",,,,2,1,"Top",,,,,,,12.845001716082713,-137.80018272037893,-6.611591823979923,-12.842708148109914,28.445510427222747,-16.625580872334723,"4.1","1.82",,,,"94.8",2303,"6.2",746757,686676,683734,672820,678246,681460,643217,673357,667452,"54.31",,,,,,,,3,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",230,"0","0.009",,,,"-0.009",,0,0,"0.537","0.463",23,32,24,32,1,0,7,1,6,1,"1.41","0.8","0.8","29.8"
"CH","2024-08-13","85.3","-2.39","5.69","Judge, Aaron",592450,686563,,"called_strike",,,,,7,"Aaron Judge walks.","R","R","R","CWS","NYY","S",,,0,1,2024,"-1.23","0.28","-0.48","2.36",,,,2,1,"Top",,,,,,,6.979902547633715,-124.07122906384095,-2.1382696729697654,-14.111048985307281,23.37845742238331,-29.07292968490874,"4.03","1.77",,,,"85.9",1904,"6.6",746757,686676,683734,672820,678246,681460,643217,673357,667452,"53.95",,,,,,,,3,2,"Changeup",0,0,0,0,0,0,0,0,"Strategic","Standard",243,"0","-0.022",,,,"0.022",,0,0,"0.537","0.463",23,32,24,32,1,0,7,1,6,1,"2.84","1.23","1.23","22.4"
"SI","2024-08-13","93.1","-2.12","6.04","Judge, Aaron",592450,686563,,"called_strike",,,,,8,"Aaron Judge walks.","R","R","R","CWS","NYY","S",,,0,0,2024,"-1.45","0.47","0.08","2.09",,,,2,1,"Top",,,,,,,8.736741905088547,-135.28816098716328,-5.420979413795301,-19.62447132539868,26.759480172110106,-25.413954417791036,"4.05","1.77",,,,"92.8",2092,"6",746757,686676,683734,672820,678246,681460,643217,673357,667452,"54.5",,,,,,,,3,1,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",223,"0","-0.016",,,,"0.016",,0,0,"0.537","0.463",23,32,24,32,1,0,7,1,6,1,"2.15","1.45","1.45","31.8"
"SL","2024-08-13","85.5","-2.64","5.36","Judge, Aaron",592450,641771,"single","hit_into_play",,,,,4,"Aaron Judge singles on a sharp line drive to left fielder Andrew Benintendi.","R","R","R","CWS","NYY","X",7,"line_drive",0,0,2024,"0.18","0.14","-0.43","3.27",,,,1,7,"Top",37.8,96.19,,,,,4.850011565140136,-124.5078449140998,1.0402589629243657,0.9557896064828114,23.202713374758083,-31.084762467796246,"4.03","1.88",333,"107.8",20,"86.1",2432,"6.5",746757,686676,683734,672820,678246,681460,643217,673357,667452,"54",0.837,1.331,"0.9",1,1,0,6,51,1,"Slider",0,4,4,0,4,0,4,0,"Standard","Standard",116,"-0.005","0.266","74.6","7.9",2.346,"-0.266","107.8",-4,4,"0.058","0.942",31,32,32,32,1,3,3,1,1,1,"2.95","-0.18","-0.18","29.7"
"CU","2024-08-12","74.5","2.49","6.43","Judge, Aaron",592450,681066,"field_out","hit_into_play",,,,,8,"Aaron Judge flies out sharply to right fielder Corey Julks.","R","R","L","CWS","NYY","X",9,"fly_ball",1,0,2024,"-0.66","-1.11","0.01","2.21",665862,683011,657077,2,2,"Top",192.8,75.92,,,,,-3.9593471374214513,-108.38722613880337,0.5354943103600822,-4.450268153835169,20.00457060183784,-41.196508036202204,"4.03","1.88",346,"101.3",38,"74.8",2429,"6.6",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.87",0.237,0.45,"0",1,0,0,5,19,2,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",327,"0.08","-0.889","76.5","8.2",0.869,"0.889","101.3",1,-1,"0.58","0.42",24,32,25,32,2,1,7,1,6,1,"5.23","-0.66","0.66","51.5"
"CH","2024-08-12","87.9","2.53","6.08","Judge, Aaron",592450,681066,,"ball",,,,,13,"Aaron Judge flies out sharply to right fielder Corey Julks.","R","R","L","CWS","NYY","B",,,0,0,2024,"1.25","0.91","-0.41","1.12",665862,683011,657077,2,2,"Top",,,,,,,-9.838378856605965,-127.49081517630044,-7.8502616140929184,15.66147626184038,25.79233486943772,-20.76914702282194,"4.1","1.97",,,,"89",2207,"7.1",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.41",,,,,,,,19,1,"Changeup",2,1,1,2,1,2,1,2,"Standard","Standard",136,"0","0.089",,,,"-0.089",,1,-1,"0.58","0.42",24,32,25,32,2,1,7,1,6,1,"2.06","1.25","-1.25","44.6"
"FS","2024-08-12","87.7","-2.04","5.58","Judge, Aaron",592450,657053,"strikeout","swinging_strike",,,,,9,"Aaron Judge strikes out swinging.","R","R","R","CWS","NYY","S",2,,1,2,2024,"-0.62","-0.09","0.5","2.2",,665742,,1,6,"Top",,,,,,,7.554236433882888,-127.64570651611332,-1.8980972423313585,-8.266085602760494,24.197397240230153,-33.03087322986252,"4.03","1.88",,,,"89.5",1768,"7.2",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.29",,0,"0",1,0,0,,56,5,"Split-Finger",5,2,2,5,2,5,2,5,"Standard","Standard",234,"0.033","-0.243","77.2","8.5",,"0.243",,3,-3,"0.857","0.143",28,32,28,32,1,3,3,1,4,1,"3.04","0.62","0.62","30.9"
"FS","2024-08-12","86.4","-2.01","5.57","Judge, Aaron",592450,657053,,"foul",,,,,4,"Aaron Judge strikes out swinging.","R","R","R","CWS","NYY","S",,,1,2,2024,"-0.39","0.18","-0.6","3.06",,,665742,1,6,"Top",,,,,,,4.249581963254266,-125.9341667414497,-0.20051745677175903,-5.0060398645556345,23.493226952236625,-30.382730684360233,"4.03","1.88",3,"56.7",-51,"88.3",1688,"7.2",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.28",,,,,,,,56,4,"Split-Finger",5,2,2,5,2,5,2,5,"Standard","Standard",229,"0","0","77.7","8.2",,"0","88.0",3,-3,"0.868","0.132",28,32,28,32,1,3,3,1,4,1,"2.84","0.39","0.39","36.4"
"FF","2024-08-12","92.2","2.23","6.21","Judge, Aaron",592450,681066,"double","hit_into_play",,,,,5,"Aaron Judge doubles (27) on a sharp line drive to left fielder Andrew Benintendi.   Alex Verdugo scores.    Juan Soto to 3rd.","R","R","L","CWS","NYY","X",7,"line_drive",1,1,2024,"0.21","1.26","0.24","3.09",,657077,665742,0,1,"Top",49.14,98.6,,,,,-5.544958094825066,-134.10107458921507,-4.871848401052576,3.772746989601004,29.258378068341866,-16.091334181430874,"4.03","1.88",254,"107.2",15,"92.8",2209,"6.7",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.78",0.649,0.722,"1.25",1,1,1,5,3,3,"4-Seam Fastball",0,0,0,0,1,0,1,0,"Standard","Standard",155,"-0.137","1.524","79.4","8.5",1.063,"-1.524","107.2",0,0,"0.412","0.588",24,32,25,32,1,0,7,1,6,1,"1.42","0.21","-0.21","48.1"
"CH","2024-08-12","86.7","2.51","6.18","Judge, Aaron",592450,681066,,"ball",,,,,3,"Aaron Judge doubles (27) on a sharp line drive to left fielder Andrew Benintendi.   Alex Verdugo scores.    Juan Soto to 3rd.","R","R","L","CWS","NYY","B",,,0,1,2024,"1.15","0.86","0.54","4",,657077,665742,0,1,"Top",,,,,,,-7.1248772678735826,-126.06708395248258,-0.7246678468270226,13.69717285882196,26.54875352732311,-23.074633515071138,"4.03","1.88",,,,"87.5",2126,"6.9",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.6",,,,,,,,3,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",140,"0","0.07",,,,"-0.07",,0,0,"0.412","0.588",24,32,25,32,1,0,7,1,6,1,"2.18","1.15","-1.15","50.3"
"SI","2024-08-12","92.1","-2.17","5.4","Judge, Aaron",592450,657053,,"called_strike",,,,,9,"Aaron Judge strikes out swinging.","R","R","R","CWS","NYY","S",,,1,1,2024,"-1.23","0.25","0.45","1.84",,,665742,1,6,"Top",,,,,,,9.476935037565974,-133.81561704306515,-3.805724570356947,-16.766407858519948,28.870736631279698,-28.544404820363237,"3.98","1.86",,,,"93.7",2153,"7.3",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.19",,,,,,,,56,3,"Sinker",5,2,2,5,2,5,2,5,"Standard","Standard",221,"0","-0.069",,,,"0.069",,3,-3,"0.868","0.132",28,32,28,32,1,3,3,1,4,1,"2.45","1.23","1.23","33.0"
"FF","2024-08-12","96","-2.63","5.78","Judge, Aaron",592450,608678,"single","hit_into_play",,,,,9,"Aaron Judge singles on a line drive to first baseman Gavin Sheets, deflected by pitcher Dominic Leone.   Juan Soto to 2nd.","R","R","R","CWS","NYY","X",1,"line_drive",2,2,2024,"-0.55","1.14","0.67","2.32",,,665742,2,8,"Top",128.7,184.03,,,,,10.000672169625826,-139.37715529565955,-6.1513306486611725,-9.388993612826456,29.933603438783887,-16.10429186083491,"4.03","1.88",60,"89.9",3,"96.5",2363,"6.6",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.92",0.417,0.394,"0.9",1,1,0,2,77,5,"4-Seam Fastball",11,2,2,11,2,11,2,11,"Standard","Standard",216,"0","0.331","76.5","8.3",0.484,"-0.331","89.9",9,-9,"1","0",32,32,33,32,1,4,2,1,2,1,"1.34","0.55","0.55","38.2"
"CH","2024-08-12","92","-2.63","5.71","Judge, Aaron",592450,608678,,"ball",,,,,13,"Aaron Judge singles on a line drive to first baseman Gavin Sheets, deflected by pitcher Dominic Leone.   Juan Soto to 2nd.","R","R","R","CWS","NYY","B",,,1,2,2024,"-0.78","0.54","-0.38","0.96",,,665742,2,8,"Top",,,,,,,7.4662476702025655,-133.74245494085756,-7.462732301581017,-10.955204176730225,26.74614546589623,-24.26414548032296,"4.08","1.9",,,,"93",1841,"6.8",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.72",,,,,,,,77,4,"Changeup",11,2,2,11,2,11,2,11,"Strategic","Standard",220,"0","0.032",,,,"-0.032",,9,-9,"1","0",32,32,33,32,1,4,2,1,2,1,"2.14","0.78","0.78","39.5"
"FS","2024-08-12","84.6","-1.96","5.54","Judge, Aaron",592450,657053,,"ball",,,,,13,"Aaron Judge strikes out swinging.","R","R","R","CWS","NYY","B",,,0,1,2024,"-0.53","0","-0.23","1.17",,,665742,1,6,"Top",,,,,,,5.192917919286237,-123.1510382905434,-3.9582489957281526,-6.397374137648648,22.72677123243075,-31.64144790304415,"4","1.91",,,,"86.4",1653,"7.3",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.22",,,,,,,,56,2,"Split-Finger",5,2,2,5,2,5,2,5,"Standard","Standard",237,"0","0.035",,,,"-0.035",,3,-3,"0.868","0.132",28,32,28,32,1,3,3,1,4,1,"3.17","0.53","0.53","33.7"
"CU","2024-08-12","73.5","2.27","6.38","Judge, Aaron",592450,681066,,"called_strike",,,,,6,"Aaron Judge doubles (27) on a sharp line drive to left fielder Andrew Benintendi.   Alex Verdugo scores.    Juan Soto to 3rd.","R","R","L","CWS","NYY","S",,,0,0,2024,"-0.7","-1.09","0.31","3.03",,657077,665742,0,1,"Top",,,,,,,-2.7865985649348644,-107.0588363194711,2.4290063801024653,-4.885000087176495,18.4035114214923,-41.196673988581935,"4","1.89",,,,"74.1",2502,"6.6",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.86",,,,,,,,3,1,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",328,"0","-0.09",,,,"0.09",,0,0,"0.412","0.588",24,32,25,32,1,0,7,1,6,1,"5.3","-0.7","0.7","53.2"
"SI","2024-08-12","90.9","-2.12","5.48","Judge, Aaron",592450,657053,,"called_strike",,,,,6,"Aaron Judge strikes out swinging.","R","R","R","CWS","NYY","S",,,0,0,2024,"-0.9","0.59","0.4","2.81",,,665742,1,6,"Top",,,,,,,8.366547515711554,-132.10352266805506,-2.0480496005019573,-12.311113587915814,27.397008013816826,-24.98696575487229,"4.03","1.96",,,,"92.3",2212,"7.1",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.36",,,,,,,,56,1,"Sinker",5,2,2,5,2,5,2,5,"Standard","Standard",214,"0","-0.047",,,,"0.047",,3,-3,"0.868","0.132",28,32,28,32,1,3,3,1,4,1,"2.17","0.9","0.9","31.2"
"FC","2024-08-12","91.9","-2.61","5.71","Judge, Aaron",592450,608678,,"ball",,,,,14,"Aaron Judge singles on a line drive to first baseman Gavin Sheets, deflected by pitcher Dominic Leone.   Juan Soto to 2nd.","R","R","R","CWS","NYY","B",,,0,2,2024,"0.34","0.69","2.45","1.71",,,665742,2,8,"Top",,,,,,,12.158117629698268,-133.32203424970083,-5.8008262261784695,1.4626889997748014,28.121005421295497,-22.806462820746262,"4","1.92",,,,"92.6",2581,"6.8",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.67",,,,,,,,77,3,"Cutter",11,2,2,11,2,11,2,11,"Standard","Standard",198,"0","0.023",,,,"-0.023",,9,-9,"1","0",32,32,33,32,1,4,2,1,2,1,"2.02","-0.34","-0.34","39.1"
"FF","2024-08-12","95.8","-2.54","5.73","Judge, Aaron",592450,608678,,"called_strike",,,,,9,"Aaron Judge singles on a line drive to first baseman Gavin Sheets, deflected by pitcher Dominic Leone.   Juan Soto to 2nd.","R","R","R","CWS","NYY","S",,,0,1,2024,"-0.47","1.38","0.43","1.84",,,665742,2,8,"Top",,,,,,,8.953396608425106,-139.03867876322207,-7.811044124085508,-8.127773053121727,30.579267576005854,-12.636739110569081,"4.03","1.92",,,,"96.2",2381,"6.6",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.87",,,,,,,,77,2,"4-Seam Fastball",11,2,2,11,2,11,2,11,"Infield shade","Standard",215,"0","-0.046",,,,"0.046",,9,-9,"1","0",32,32,33,32,1,4,2,1,2,1,"1.11","0.47","0.47","39.6"
"FF","2024-08-12","95.9","-2.61","5.77","Judge, Aaron",592450,608678,,"called_strike",,,,,9,"Aaron Judge singles on a line drive to first baseman Gavin Sheets, deflected by pitcher Dominic Leone.   Juan Soto to 2nd.","R","R","R","CWS","NYY","S",,,0,0,2024,"-0.74","1.35","0.56","1.74",,,665742,2,8,"Top",,,,,,,10.122557514676483,-139.1701705489462,-8.156183470630836,-11.898468487307646,30.429358557052232,-12.938304927938137,"4.06","1.85",,,,"96.6",2423,"6.8",746762,686676,657757,681460,672820,670032,643217,666150,667452,"53.74",,,,,,,,77,1,"4-Seam Fastball",11,2,2,11,2,11,2,11,"Infield shade","Standard",214,"0","-0.039",,,,"0.039",,9,-9,"1","0",32,32,33,32,1,4,2,1,2,1,"1.14","0.74","0.74","40.5"
"SI","2024-08-11","92.5","3.23","4.4","Judge, Aaron",592450,571760,"single","hit_into_play",,,,,8,"Aaron Judge singles on a line drive to center fielder Leody Taveras.","R","R","L","NYY","TEX","X",8,"line_drive",2,1,2024,"1.63","0.37","0.2","2.04",,,,2,3,"Bot",110.07,81.5,,,,,-11.30735066158449,-134.1273914909459,-0.9547913690856914,22.19587416379048,30.552131418882222,-27.671015348195763,"4.04","1.88",223,"88.8",17,"92.3",2452,"6.5",745711,608348,663993,543760,673962,608369,694671,665750,666969,"54.02",0.834,0.798,"0.9",1,1,0,4,24,4,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",109,"0.008","0.11","79.3","8.2",0.994,"-0.11","88.8",2,2,"0.746","0.746",33,32,33,32,2,1,6,1,5,1,"2.32","1.63","-1.63","13.8"
"CH","2024-08-11","84.9","3.01","4.95","Judge, Aaron",592450,571760,,"ball",,,,,14,"Aaron Judge singles on a line drive to center fielder Leody Taveras.","R","R","L","NYY","TEX","B",,,1,1,2024,"1.44","0.45","1.21","1.63",,,,2,3,"Bot",,,,,,,-7.135435659025098,-123.42964693987048,-2.3133985806509556,16.142951002346656,25.932211124309667,-27.33429816504742,"3.89","1.76",,,,"85.2",2235,"6.7",745711,608348,663993,543760,673962,608369,694671,665750,666969,"53.82",,,,,,,,24,3,"Changeup",2,0,2,0,0,2,2,0,"Standard","Standard",111,"0","0.023",,,,"-0.023",,2,2,"0.746","0.746",33,32,33,32,2,1,6,1,5,1,"2.73","1.44","-1.44","30.3"
"FF","2024-08-11","92.5","2.93","4.95","Judge, Aaron",592450,571760,,"foul",,,,,1,"Aaron Judge singles on a line drive to center fielder Leody Taveras.","R","R","L","NYY","TEX","S",,,1,0,2024,"1.29","1.06","-0.39","3.53",,,,2,3,"Bot",,,,,,,-11.303559615714118,-134.29222150018103,-0.10996499037543234,18.018463824283266,28.267451791850917,-19.521101755886793,"4.04","1.88",219,"83.9",62,"92.8",2401,"6.5",745711,608348,663993,543760,673962,608369,694671,665750,666969,"53.98",,,,,,,,24,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",125,"0","-0.02","76.8","8.1",,"0.02","88.0",2,2,"0.746","0.746",33,32,33,32,2,1,6,1,5,1,"1.61","1.29","-1.29","28.4"
"CH","2024-08-11","84.7","2.88","5.04","Judge, Aaron",592450,571760,,"ball",,,,,12,"Aaron Judge singles on a line drive to center fielder Leody Taveras.","R","R","L","NYY","TEX","B",,,0,0,2024,"1.49","0.49","1.13","3.2",,,,2,3,"Bot",,,,,,,-7.069030172307336,-123.20265419908769,1.0453430422393986,16.56862823859422,23.92618331012684,-27.583658341183195,"4.04","1.8",,,,"84.9",2163,"6.4",745711,608348,663993,543760,673962,608369,694671,665750,666969,"54.1",,,,,,,,24,1,"Changeup",2,0,2,0,0,2,2,0,"Standard","Strategic",115,"0","0.015",,,,"-0.015",,2,2,"0.746","0.746",33,32,33,32,2,1,6,1,5,1,"2.68","1.49","-1.49","28.8"
"FF","2024-08-11","91.3","1.83","6.64","Judge, Aaron",592450,605177,"home_run","hit_into_play",,,,,6,"Aaron Judge homers (42) on a fly ball to right center field.","R","R","L","NYY","TEX","X",,"fly_ball",2,0,2024,"0.55","1.33","0.48","3.08",,,,0,7,"Bot",173.77,55.93,,,,,-4.600133091414487,-132.66438860072952,-5.860012690247403,7.4853996555164,31.831299893358224,-15.471158565322407,"4.04","1.88",374,"108.4",37,"91.1",2222,"6.5",745711,608348,663993,543760,673962,608369,694671,665750,666969,"54",0.746,1.564,"2",1,0,3,6,61,3,"4-Seam Fastball",7,3,7,3,3,8,8,3,"Standard","Standard",145,"0.014","0.904","81.1","8.1",3.008,"-0.904","108.4",4,4,"0.974","0.974",34,32,34,32,1,3,4,1,1,1,"1.44","0.55","-0.55","55.0"
"FF","2024-08-11","92.7","2.99","5.03","Judge, Aaron",592450,571760,"single","hit_into_play",,,,,9,"Aaron Judge singles on a line drive to center fielder Leody Taveras.   Alex Verdugo to 3rd.","R","R","L","NYY","TEX","X",8,"line_drive",1,1,2024,"1.29","1.04","0.73","2",,,657077,1,1,"Bot",134.73,90.28,,,,,-8.626038204005555,-134.71286288300578,-4.223387367427856,17.603506746220084,29.459512013259605,-18.77622559106598,"4.04","1.88",225,"77.3",21,"93.2",2344,"6.7",745711,608348,663993,543760,673962,608369,694671,665750,666969,"53.85",0.963,0.902,"0.9",1,1,0,4,7,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",128,"0.061","0.49","77.9","8.6",1.062,"-0.49","88.0",0,0,"0.55","0.55",33,32,33,32,1,0,6,1,5,1,"1.62","1.29","-1.29","29.2"
"FF","2024-08-11","92.8","3","5.01","Judge, Aaron",592450,571760,,"called_strike",,,,,7,"Aaron Judge singles on a line drive to center fielder Leody Taveras.   Alex Verdugo to 3rd.","R","R","L","NYY","TEX","S",,,1,0,2024,"1.24","0.94","-0.52","2.16",,,657077,1,1,"Bot",,,,,,,-11.68883667578148,-134.5685180175171,-3.4999926751079418,17.606637164033287,29.7120639583221,-20.170479631555082,"3.97","1.79",,,,"92.6",2271,"6.4",745711,608348,663993,543760,673962,608369,694671,665750,666969,"54.09",,,,,,,,7,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",132,"0","-0.056",,,,"0.056",,0,0,"0.55","0.55",33,32,33,32,1,0,6,1,5,1,"1.73","1.24","-1.24","29.0"
"SL","2024-08-11","83.5","2.16","6.27","Judge, Aaron",592450,605177,,"ball",,,,,13,"Aaron Judge homers (42) on a fly ball to right center field.","R","R","L","NYY","TEX","B",,,1,0,2024,"-0.22","-0.25","-0.24","1.16",,,,0,7,"Bot",,,,,,,-5.098857092468432,-121.4523523625116,-4.839072267827841,-1.187815425997024,23.363177109838723,-33.91402143498305,"3.93","1.77",,,,"83.7",2706,"6.4",745711,608348,663993,543760,673962,608369,694671,665750,666969,"54.08",,,,,,,,61,2,"Slider",7,3,7,3,3,7,7,3,"Infield shade","Standard",338,"0","0.062",,,,"-0.062",,4,4,"0.974","0.974",34,32,34,32,1,3,4,1,1,1,"3.52","-0.22","0.22","42.8"
"FF","2024-08-11","92.8","3.02","4.96","Judge, Aaron",592450,571760,,"ball",,,,,14,"Aaron Judge singles on a line drive to center fielder Leody Taveras.   Alex Verdugo to 3rd.","R","R","L","NYY","TEX","B",,,0,0,2024,"1.3","1.1","0.57","1.11",,,657077,1,1,"Bot",,,,,,,-9.160185634501063,-134.72131606398906,-6.517589855475699,17.777725780358224,28.50375854194512,-17.447512751310047,"3.99","1.78",,,,"93.4",2334,"6.7",745711,608348,663993,543760,673962,608369,694671,665750,666969,"53.76",,,,,,,,7,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",129,"0","0.043",,,,"-0.043",,0,0,"0.55","0.55",33,32,33,32,1,0,6,1,5,1,"1.55","1.3","-1.3","28.6"
"SI","2024-08-11","92.1","2.05","6.49","Judge, Aaron",592450,605177,,"ball",,,,,14,"Aaron Judge homers (42) on a fly ball to right center field.","R","R","L","NYY","TEX","B",,,0,0,2024,"1.15","0.94","1.31","2.59",,,,0,7,"Bot",,,,,,,-4.379195052067479,-133.94222533186618,-6.1074673866576,14.806519363670771,29.87183265756799,-19.7070829751311,"4.02","1.75",,,,"92.4",2122,"6.5",745711,608348,663993,543760,673962,608369,694671,665750,666969,"53.95",,,,,,,,61,1,"Sinker",7,3,7,3,3,7,7,3,"Infield shade","Standard",142,"0","0.034",,,,"-0.034",,4,4,"0.974","0.974",34,32,34,32,1,3,4,1,1,1,"1.76","1.15","-1.15","47.6"
"CH","2024-08-10","81.4","0.86","6.09","Judge, Aaron",592450,674003,"grounded_into_double_play","hit_into_play",,,,,14,"Aaron Judge grounds into a double play, third baseman Josh Smith to second baseman Marcus Semien to first baseman Nathaniel Lowe.   Juan Soto out at 2nd.    Aaron Judge out at 1st.","R","R","L","NYY","TEX","X",5,"ground_ball",1,2,2024,"1.31","1.12","0.5","1.51",657077,,665742,1,3,"Bot",99.94,165.41,,,,,-3.3833506882478415,-118.38936756230018,-5.865281882369817,12.900100879359977,24.98397283707522,-20.719961869174597,"4.02","1.87",9,"77.7",-8,"82.6",1871,"7.4",745708,608348,663993,543760,669701,608369,694671,665750,666969,"53.13",0.074,0.071,"0",1,0,0,2,25,4,"Changeup",1,0,1,0,0,1,1,0,"Standard","Standard",126,"-0.104","-0.405","76.3","8.7",0.075,"0.405","88.0",1,1,"0.733","0.733",26,32,26,32,2,1,7,0,5,1,"2.35","1.31","-1.31","48.9"
"FF","2024-08-10","92.1","0.36","6.2","Judge, Aaron",592450,674003,,"ball",,,,,13,"Aaron Judge grounds into a double play, third baseman Josh Smith to second baseman Marcus Semien to first baseman Nathaniel Lowe.   Juan Soto out at 2nd.    Aaron Judge out at 1st.","R","R","L","NYY","TEX","B",,,0,2,2024,"0.52","1.56","-1.49","2.94",657077,,665742,1,3,"Bot",,,,,,,-5.9464199845115955,-133.95110001603788,-5.9082354876361745,7.555923073366966,30.801991024413,-12.358288608575997,"4.02","1.89",,,,"93.7",2222,"7.4",745708,608348,663993,543760,669701,608369,694671,665750,666969,"53.09",,,,,,,,25,3,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",156,"0","0.003",,,,"-0.003",,1,1,"0.733","0.733",26,32,26,32,2,1,7,0,5,1,"1.15","0.52","-0.52","56.7"
