"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle"
"CH","2024-07-24","86","1.98","5.92","Judge, Aaron",592450,622065,"strikeout","called_strike",,,,,9,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","S",2,,3,2,2024,"1.08","-0.09","0.74","2.29",,665742,,0,7,"Bot",,,,,,,-5.066214511947879,-125.18860559875526,-2.208888728337752,12.315940322116068,23.347944583787044,-32.946397920548335,"4.22","1.89",,,,"85.6",1412,"5.8",745716,682626,624413,578428,668901,596019,607043,621438,643446,"54.66",,0,"0",1,0,0,,61,6,"Changeup",2,6,2,6,6,2,2,6,"Standard","Standard",117,"-0.033","-0.48",,,,"0.48",,-4,-4,"0.106","0.106",30,32,31,32,1,3,1,1,3,2,"3.15","1.08","-1.08","28.1"
"CH","2024-07-24","85.4","1.95","5.99","Judge, Aaron",592450,622065,,"swinging_strike",,,,,7,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","S",,,3,1,2024,"0.63","-0.12","-0.54","1.82",,665742,,0,7,"Bot",,,,,,,-7.07681650094081,-124.24774627104904,-3.3397057153173533,7.802673168145769,22.401275475945745,-33.03099133299118,"4.05","1.82",,,,"85.2",1424,"5.9",745716,682626,624413,578428,668901,596019,607043,621438,643446,"54.57",,,,,,,,61,5,"Changeup",2,6,2,6,6,2,2,6,"Standard","Standard",118,"0","-0.123","80.9","9.2",,"0.123",,-4,-4,"0.106","0.106",30,32,31,32,1,3,1,1,3,2,"3.22","0.63","-0.63","30.2"
"CH","2024-07-24","86","1.8","5.96","Judge, Aaron",592450,622065,,"blocked_ball",,,,,13,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","B",,,2,1,2024,"1.09","0.05","-0.9","0.87",,665742,,0,7,"Bot",,,,,,,-8.522359825260606,-124.86735513458653,-5.851653225921713,13.090405003497924,24.041327249015854,-30.703586230132764,"4.24","1.83",,,,"85.2",1426,"5.8",745716,682626,624413,578428,668901,596019,607043,621438,643446,"54.72",,,,,,,,61,4,"Changeup",2,6,2,6,6,2,2,6,"Standard","Standard",114,"0","0.127",,,,"-0.127",,-4,-4,"0.106","0.106",30,32,31,32,1,3,1,1,3,2,"3.04","1.09","-1.09","31.1"
"SI","2024-07-24","90.6","1.9","5.75","Judge, Aaron",592450,622065,,"called_strike",,,,,4,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","S",,,2,0,2024,"1.44","0.25","-0.81","3.09",,665742,,0,7,"Bot",,,,,,,-9.744962475917978,-131.6044585316881,-1.1947073765340435,18.7933374094321,29.035310380488983,-29.25363370770832,"4.23","1.86",,,,"89.7",2272,"5.9",745716,682626,624413,578428,668901,596019,607043,621438,643446,"54.57",,,,,,,,61,3,"Sinker",2,6,2,6,6,2,2,6,"Standard","Standard",130,"0","-0.062",,,,"0.062",,-4,-4,"0.106","0.106",30,32,31,32,1,3,1,1,3,2,"2.55","1.44","-1.44","27.1"
"CH","2024-07-24","84.8","1.98","6.03","Judge, Aaron",592450,622065,,"ball",,,,,13,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","B",,,1,0,2024,"1.16","0","-0.35","1.18",,665742,,0,7,"Bot",,,,,,,-7.6703929167734595,-123.29933634703046,-4.973854053269109,13.31728212437202,24.139628930049724,-31.37724718579539,"4.19","1.82",,,,"84",1514,"5.8",745716,682626,624413,578428,668901,596019,607043,621438,643446,"54.69",,,,,,,,61,2,"Changeup",2,6,2,6,6,2,2,6,"Standard","Standard",124,"0","0.068",,,,"-0.068",,-4,-4,"0.106","0.106",30,32,31,32,1,3,1,1,3,2,"3.17","1.16","-1.16","29.5"
"CU","2024-07-24","81.7","1.96","5.81","Judge, Aaron",592450,622065,,"blocked_ball",,,,,13,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","B",,,0,0,2024,"-1.35","-0.28","-1.6","0.37",,665742,,0,7,"Bot",,,,,,,-5.33340388247401,-118.63605214958855,-4.915259634421683,-11.242284400156237,27.981978954435903,-33.86487204046893,"4.16","1.79",,,,"80",2574,"5.7",745716,682626,624413,578428,668901,596019,607043,621438,643446,"54.76",,,,,,,,61,1,"Curveball",2,6,2,6,6,2,2,6,"Standard","Standard",286,"0","0.051",,,,"-0.051",,-4,-4,"0.106","0.106",30,32,31,32,1,3,1,1,3,2,"3.78","-1.35","1.35","27.4"
"FF","2024-07-23","87.4","2.24","5.85","Judge, Aaron",592450,500779,"walk","ball",,,,,11,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,3,0,2024,"0.39","1.2","-0.22","5",,,,2,5,"Bot",,,,,,,-6.745510957173673,-127.23685478271764,1.6123128014874277,5.614040485834309,25.173124509790707,-19.643608903159414,"4.05","1.78",,,,"87.6",2015,"6.3",745715,620443,624413,643446,668901,596019,607043,664056,621438,"54.17",,0.689131,"0.7",1,0,0,,42,4,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",144,"0.017","0.046",,,,"-0.046",,0,0,"0.514","0.514",35,32,35,32,3,2,9,1,6,1,"1.77","0.39","-0.39","41.0"
"CH","2024-07-23","85.5","2.19","5.68","Judge, Aaron",592450,500779,,"ball",,,,,14,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,2,0,2024,"1.11","0.41","1.06","1.24",,,,2,5,"Bot",,,,,,,-4.9256869487442865,-124.33988949750066,-4.995626743236485,12.491739960128474,25.624655530449754,-27.073560124565198,"4.02","1.82",,,,"85.7",1377,"6.5",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.97",,,,,,,,42,3,"Changeup",1,1,1,1,1,1,1,1,"Standard","Standard",122,"0","0.042",,,,"-0.042",,0,0,"0.514","0.514",35,32,35,32,3,2,9,1,6,1,"2.72","1.11","-1.11","37.4"
"FF","2024-07-23","90.2","2.07","5.77","Judge, Aaron",592450,500779,,"ball",,,,,12,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,1,0,2024,"0.3","1.38","0.76","4.38",,,,2,5,"Bot",,,,,,,-3.9140009743410165,-131.32175805653895,-0.4426928424883921,4.278089314042745,28.30922197699857,-16.349941800395165,"4.05","1.78",,,,"90.7",2046,"6.6",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.89",,,,,,,,42,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",144,"0","0.026",,,,"-0.026",,0,0,"0.514","0.514",35,32,35,32,3,2,9,1,6,1,"1.42","0.3","-0.3","44.5"
"FF","2024-07-23","90.2","2.19","5.84","Judge, Aaron",592450,500779,,"ball",,,,,11,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,0,0,2024,"0.38","1.1","-0.47","4.6",,,,2,5,"Bot",,,,,,,-7.473128972542136,-131.19474272616043,0.5554106386883368,6.007447420996301,27.62138811946827,-19.825447469767838,"4.05","1.82",,,,"90.7",2068,"6.6",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.9",,,,,,,,42,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",149,"0","0.015",,,,"-0.015",,0,0,"0.514","0.514",35,32,35,32,3,2,9,1,6,1,"1.7","0.38","-0.38","44.2"
"CH","2024-07-23","87","2.22","5.62","Judge, Aaron",592450,500779,"walk","blocked_ball",,,,,13,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,3,1,2024,"1.31","0.03","-0.25","0.48",,,,1,3,"Bot",,,,,,,-8.699011774583216,-126.27751975986011,-6.203246598464871,15.799797577675035,27.27737722567238,-30.687072282970906,"4.03","1.85",,,,"87.6",1368,"7",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.52",,0.689131,"0.7",1,0,0,,23,5,"Changeup",1,0,1,0,0,1,1,0,"Standard","Standard",121,"0.022","0.162",,,,"-0.162",,1,1,"0.653","0.653",35,32,35,32,2,1,9,1,6,1,"3.01","1.31","-1.31","41.6"
"SI","2024-07-23","91.9","2.07","5.69","Judge, Aaron",592450,500779,,"ball",,,,,13,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,2,1,2024,"0.89","1.12","-0.12","1.35",,,,1,3,"Bot",,,,,,,-7.568957211429398,-133.53243185822043,-7.629835050593856,12.304755264154204,29.069686584457237,-17.338087940317003,"4.07","1.81",,,,"92.9",2058,"7",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.53",,,,,,,,23,4,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",155,"0","0.077",,,,"-0.077",,1,1,"0.653","0.653",35,32,35,32,2,1,9,1,6,1,"1.59","0.89","-0.89","46.0"
"FF","2024-07-23","90.6","2.1","5.84","Judge, Aaron",592450,500779,,"ball",,,,,11,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,1,1,2024,"0.53","1.4","-1.02","3.84",,,,1,3,"Bot",,,,,,,-8.943675242406469,-131.63188487442088,-1.9971324675787097,8.10929272004888,29.87943015770528,-15.790035122393002,"3.99","1.81",,,,"90.6",2060,"6.6",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.94",,,,,,,,23,3,"4-Seam Fastball",1,0,1,0,0,1,1,0,"Standard","Standard",150,"0","0.037",,,,"-0.037",,1,1,"0.653","0.653",35,32,35,32,2,1,9,1,6,1,"1.41","0.53","-0.53","46.7"
"CH","2024-07-23","86.1","2.18","5.76","Judge, Aaron",592450,500779,,"ball",,,,,14,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,0,1,2024,"1.18","0.46","0.25","1.12",,,,1,3,"Bot",,,,,,,-7.002121020098888,-125.1818981317351,-5.6932861570500135,13.795726380135982,25.784480589332745,-26.31177477409324,"3.99","1.85",,,,"86.3",1267,"6.5",745715,620443,624413,643446,668901,596019,607043,664056,621438,"54.01",,,,,,,,23,2,"Changeup",1,0,1,0,0,1,1,0,"Standard","Standard",123,"0","0.015",,,,"-0.015",,1,1,"0.653","0.653",35,32,35,32,2,1,9,1,6,1,"2.62","1.18","-1.18","42.0"
"CH","2024-07-23","85.1","2.16","5.78","Judge, Aaron",592450,500779,,"foul",,,,,6,"Aaron Judge walks.","R","R","L","NYY","NYM","S",,,0,0,2024,"1.16","0.38","0.81","2.57",,,,1,3,"Bot",,,,,,,-5.541173716502643,-123.84145437498982,-2.0492556257942787,12.99368550667542,23.075637937874614,-28.065527111569423,"4.05","1.83",158,"74.8",67,"86.2",1286,"6.8",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.69",,,,,,,,23,1,"Changeup",1,0,1,0,0,1,1,0,"Standard","Standard",127,"0","-0.023","80.5","8.7",,"0.023","88.0",1,1,"0.653","0.653",35,32,35,32,2,1,9,1,6,1,"2.75","1.16","-1.16","43.1"
"FF","2024-07-23","96","4","5.67","Judge, Aaron",592450,518617,"strikeout","called_strike",,,,,4,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","S",2,,2,2,2024,"1.62","0.78","-0.64","2.53",,,665742,1,9,"Bot",,,,,,,-15.923790806825727,-138.91107554351774,-4.4182391424384235,24.553542369423948,31.074021326095956,-21.1771487717602,"4.06","1.75",,,,"95.9",2316,"6.5",745715,620443,624413,643446,578428,596019,607043,664056,621438,"53.98",,0,"0",1,0,0,,77,5,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",110,"-0.11","-0.27",,,,"0.27",,-1,-1,"0.206","0.206",37,32,37,32,1,4,2,1,3,1,"1.72","1.62","-1.62","21.5"
"FF","2024-07-23","96.5","3.97","5.57","Judge, Aaron",592450,518617,,"ball",,,,,13,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","B",,,1,2,2024,"1.58","0.83","-1.45","2.54",,,665742,1,9,"Bot",,,,,,,-17.986629176355684,-139.32799217150853,-4.3608758679485105,24.446182785629812,29.58650055518365,-20.40078760413933,"4.13","1.93",,,,"96.6",2251,"6.7",745715,620443,624413,643446,578428,596019,607043,664056,621438,"53.84",,,,,,,,77,4,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",109,"0","0.056",,,,"-0.056",,-1,-1,"0.206","0.206",37,32,37,32,1,4,2,1,3,1,"1.64","1.58","-1.58","17.9"
"CU","2024-07-23","77.5","2.2","5.72","Judge, Aaron",592450,500779,"walk","ball",,,,,14,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,3,1,2024,"-0.69","-0.53","1.17","1.84",,,,2,1,"Bot",,,,,,,-0.9599419029810066,-112.81117603834286,-0.34066798099718554,-5.695340836282377,22.01190283131499,-36.86469345415188,"4.06","1.8",,,,"78",2194,"6.8",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.71",,0.689131,"0.7",1,0,0,,6,5,"Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard",304,"0.012","0.069",,,,"-0.069",,0,0,"0.51","0.51",35,32,35,32,1,0,9,1,6,1,"4.35","-0.69","0.69","46.0"
"CH","2024-07-23","87.7","3.88","5.6","Judge, Aaron",592450,518617,,"foul",,,,,8,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","S",,,1,1,2024,"1.42","0.59","-0.16","2.14",,,665742,1,9,"Bot",,,,,,,-12.651033084634845,-127.01616269217408,-3.4043973695591854,17.97913874322495,25.958858302295294,-25.25821172104214,"4.05","1.83",142,"85.5",78,"87.4",1773,"6.3",745715,620443,624413,643446,578428,596019,607043,664056,621438,"54.16",,,,,,,,77,3,"Changeup",2,3,2,3,3,2,2,3,,,104,"0","-0.069","79.5","9.0",,"0.069","88.0",-1,-1,"0.206","0.206",37,32,37,32,1,4,2,1,3,1,"2.4","1.42","-1.42","20.1"
"SI","2024-07-23","91.9","2.2","5.67","Judge, Aaron",592450,500779,,"ball",,,,,14,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,2,1,2024,"1.13","0.97","1.12","1.72",,,,2,1,"Bot",,,,,,,-5.233033075824643,-133.62738581058034,-6.313396516460025,14.655086368265115,28.731855284659996,-19.415566750531497,"3.92","1.69",,,,"92.9",2018,"6.9",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.59",,,,,,,,6,4,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",154,"0","0.043",,,,"-0.043",,0,0,"0.51","0.51",35,32,35,32,1,0,9,1,6,1,"1.74","1.13","-1.13","43.5"
"CU","2024-07-23","78.5","2.2","5.8","Judge, Aaron",592450,500779,,"called_strike",,,,,9,"Aaron Judge walks.","R","R","L","NYY","NYM","S",,,2,0,2024,"-0.44","-0.33","0.75","2.05",,,,2,1,"Bot",,,,,,,-2.367166084314749,-114.28768535763142,-0.674531189853781,-3.454429579417291,20.771552324133374,-35.172890698242284,"4.02","1.76",,,,"79.6",2256,"7",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.53",,,,,,,,6,3,"Curveball",0,0,0,0,0,0,0,0,"Strategic","Standard",304,"0","-0.023",,,,"0.023",,0,0,"0.51","0.51",35,32,35,32,1,0,9,1,6,1,"4.02","-0.44","0.44","45.0"
"CH","2024-07-23","88.2","3.96","5.54","Judge, Aaron",592450,518617,,"ball",,,,,14,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","B",,,0,1,2024,"1.36","0.62","0.89","1.52",,,665742,1,9,"Bot",,,,,,,-10.256161021845006,-127.96613355747549,-4.939117977912018,17.022091810674468,26.351652915132743,-24.515933139566677,"4.21","1.83",,,,"87.9",1817,"6.3",745715,620443,624413,643446,578428,596019,607043,664056,621438,"54.23",,,,,,,,77,2,"Changeup",2,3,2,3,3,2,2,3,"Standard","Standard",106,"0","0.035",,,,"-0.035",,-1,-1,"0.206","0.206",37,32,37,32,1,4,2,1,3,1,"2.33","1.36","-1.36","16.4"
"FF","2024-07-23","95.9","4.07","5.63","Judge, Aaron",592450,518617,,"called_strike",,,,,5,"Aaron Judge called out on strikes.","R","R","L","NYY","NYM","S",,,0,0,2024,"1.5","0.9","-0.1","2.61",,,665742,1,9,"Bot",,,,,,,-14.387262398721758,-138.93807696259873,-4.375049276403239,22.645661809962938,30.802610262031877,-19.647709111226558,"3.96","1.79",,,,"95.7",2373,"6.4",745715,620443,624413,643446,578428,596019,607043,664056,621438,"54.09",,,,,,,,77,1,"4-Seam Fastball",2,3,2,3,3,2,2,3,"Standard","Standard",119,"0","-0.047",,,,"0.047",,-1,-1,"0.206","0.206",37,32,37,32,1,4,2,1,3,1,"1.6","1.5","-1.5","19.6"
"FF","2024-07-23","92.1","2.11","5.79","Judge, Aaron",592450,500779,,"ball",,,,,11,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,1,0,2024,"0.03","1.11","-1.87","3.48",,,,2,1,"Bot",,,,,,,-10.23586739871875,-133.81601930605808,-2.49036788792889,2.34892642728385,26.043928487796006,-18.40993882489709,"3.95","1.8",,,,"93",2161,"6.7",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.78",,,,,,,,6,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",154,"0","0.026",,,,"-0.026",,0,0,"0.51","0.51",35,32,35,32,1,0,9,1,6,1,"1.56","0.03","-0.03","47.1"
"FF","2024-07-23","90.4","2.07","5.79","Judge, Aaron",592450,500779,,"ball",,,,,11,"Aaron Judge walks.","R","R","L","NYY","NYM","B",,,0,0,2024,"0.12","1.3","-0.87","3.91",,,,2,1,"Bot",,,,,,,-7.631070160220011,-131.46522813070038,-1.511766479608298,2.9635835552360916,27.89155499902712,-17.018571516082215,"3.98","1.72",,,,"91",2028,"6.7",745715,620443,624413,643446,668901,596019,607043,664056,621438,"53.82",,,,,,,,6,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",155,"0","0.015",,,,"-0.015",,0,0,"0.51","0.51",35,32,35,32,1,0,9,1,6,1,"1.5","0.12","-0.12","49.3"
"FF","2024-07-22","92.1","-0.66","6.13","Judge, Aaron",592450,641793,"field_out","hit_into_play",,,,,9,"Aaron Judge flies out to center fielder Jose Siri.","R","R","R","NYY","TB","X",8,"fly_ball",0,1,2024,"-0.63","1.29","0.69","2.45",,665742,,1,5,"Bot",152.66,97.53,,,,,4.822891250173296,-134.03256840662846,-6.38035793827267,-8.62500414326016,26.451110736619064,-15.376619167745,"4.05","1.83",320,"87.1",27,"92.6",1901,"6.4",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.13",0.054,0.061,"0",1,0,0,3,38,2,"4-Seam Fastball",5,1,5,1,1,5,5,1,"Standard","Standard",209,"-0.008","-0.277","80.7","8.8",0.101,"0.277","88.0",4,4,"0.942","0.942",28,32,29,32,3,2,9,1,5,1,"1.37","0.63","0.63","39.2"
"SL","2024-07-22","86","-0.84","6.15","Judge, Aaron",592450,641793,,"called_strike",,,,,8,"Aaron Judge flies out to center fielder Jose Siri.","R","R","R","NYY","TB","S",,,0,0,2024,"0.45","0.61","-0.24","2.22",,665742,,1,5,"Bot",,,,,,,0.5096365241034306,-125.34220859130728,-4.411501562523348,4.734601266905975,21.960592221618608,-25.0716795856779,"4.08","1.75",,,,"86.4",2094,"6.1",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.36",,,,,,,,38,1,"Slider",5,1,5,1,1,5,5,1,"Standard","Standard",189,"0","-0.045",,,,"0.045",,4,4,"0.942","0.942",28,32,29,32,3,2,9,1,5,1,"2.43","-0.45","-0.45","39.4"
"SL","2024-07-22","88.4","-1.02","6.17","Judge, Aaron",592450,641793,"single","hit_into_play",,,,,5,"Aaron Judge singles on a sharp line drive to left fielder Randy Arozarena.","R","R","R","NYY","TB","X",7,"line_drive",0,1,2024,"0.15","0.48","0.03","2.86",,,,0,4,"Bot",44.66,87.85,,,,,2.220676753726004,-128.69945068489383,-2.99202303995789,1.2245331512691247,27.663359167867764,-26.40857970799448,"4.05","1.83",291,"112.8",17,"88.1",2342,"6.2",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.34",0.751,1.031,"0.9",1,1,0,6,25,2,"Slider",2,0,2,0,0,2,2,0,"Standard","Standard",200,"0.023","0.435","84.4","8.6",1.705,"-0.435","112.8",2,2,"0.793","0.793",28,32,29,32,2,1,9,1,5,1,"2.44","-0.15","-0.15","36.7"
"FF","2024-07-22","92.8","-0.69","6.13","Judge, Aaron",592450,641793,,"called_strike",,,,,9,"Aaron Judge singles on a sharp line drive to left fielder Randy Arozarena.","R","R","R","NYY","TB","S",,,0,0,2024,"-0.41","1.25","0.36","1.86",,,,0,4,"Bot",,,,,,,3.5917016503052523,-134.9413564905675,-7.8429876034811095,-5.75809880781979,29.68552175051976,-15.434497828906945,"4.05","1.75",,,,"92.6",2062,"6.3",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.24",,,,,,,,25,1,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",218,"0","-0.033",,,,"0.033",,2,2,"0.793","0.793",28,32,29,32,2,1,9,1,5,1,"1.41","0.41","0.41","36.7"
"ST","2024-07-22","87.5","-2.07","5.35","Judge, Aaron",592450,676604,"field_out","hit_into_play",,,,,9,"Aaron Judge flies out to center fielder Jose Siri.","R","R","R","NYY","TB","X",8,"fly_ball",3,2,2024,"1.07","-0.3","0.46","2.22",,,,0,7,"Bot",140.6,72.69,,,,,3.878576587171275,-127.43241986031036,-0.8135949093848066,10.937526767260254,24.959276072249544,-35.51536169177914,"4.05","1.83",316,"87",34,"87.3",2828,"6",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.48",0.023,0.028,"0",1,0,0,3,55,6,"Sweeper",6,1,6,1,1,6,6,1,"Standard","Standard",105,"-0.002","-0.299","77.7","8.3",0.049,"0.299","88.0",5,5,"0.988","0.988",29,32,29,32,1,3,,1,6,1,"3.26","-1.07","-1.07","36.1"
"ST","2024-07-22","85.9","-2.14","5.02","Judge, Aaron",592450,676604,,"ball",,,,,14,"Aaron Judge flies out to center fielder Jose Siri.","R","R","R","NYY","TB","B",,,2,2,2024,"1.47","0.41","0.92","0.8",,,,0,7,"Bot",,,,,,,4.248958129944548,-125.09426065168353,-4.572676159209361,14.680430996825327,24.587019387085906,-27.20407177087519,"4.05","1.73",,,,"86",2745,"6.3",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.24",,,,,,,,55,5,"Sweeper",6,1,6,1,1,6,6,1,"Infield shade","Standard",75,"0","0.096",,,,"-0.096",,5,5,"0.988","0.988",29,32,29,32,1,3,,1,6,1,"2.67","-1.47","-1.47","30.8"
"SI","2024-07-22","90.4","-1.76","3.68","Judge, Aaron",592450,687330,"single","hit_into_play",,,,,13,"Aaron Judge singles on a line drive to left fielder Randy Arozarena.","R","R","R","NYY","TB","X",7,"line_drive",0,1,2024,"-0.99","-0.18","-0.23","1.68",,,,2,8,"Bot",73.3,110.82,,,,,6.003116751888606,-131.44052730326965,1.412295955071717,-12.720756578749214,28.601152063509023,-34.79409715600291,"4.05","1.83",153,"85.2",12,"91.5",2174,"7.1",745717,656577,670623,664040,678554,676609,668227,642350,676356,"53.44",0.663,0.611,"0.9",1,1,0,4,68,2,"Sinker",9,1,9,1,1,9,9,1,"Standard","Standard",256,"0","0.144","82.2","8.7",0.753,"-0.144","88.0",8,8,"1","1",26,32,27,32,1,4,2,1,1,1,"2.98","0.99","0.99","0.4"
"ST","2024-07-22","85.8","-2.17","5.1","Judge, Aaron",592450,676604,,"ball",,,,,14,"Aaron Judge flies out to center fielder Jose Siri.","R","R","R","NYY","TB","B",,,1,2,2024,"1.43","0.4","1.42","1.53",,,,0,7,"Bot",,,,,,,5.594684210741812,-124.92828763609872,-3.041419129605927,13.950387023252418,23.504406711457417,-27.60043216525887,"4.1","1.89",,,,"85.9",2811,"6.2",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.32",,,,,,,,55,4,"Sweeper",6,1,6,1,1,6,6,1,"Standard","Standard",81,"0","0.036",,,,"-0.036",,5,5,"0.988","0.988",29,32,29,32,1,3,,1,6,1,"2.68","-1.43","-1.43","32.4"
"SI","2024-07-22","92","-1.7","3.77","Judge, Aaron",592450,687330,,"called_strike",,,,,8,"Aaron Judge singles on a line drive to left fielder Randy Arozarena.","R","R","R","NYY","TB","S",,,0,0,2024,"-1.15","0.06","0.26","1.99",,,,2,8,"Bot",,,,,,,7.643622027574484,-133.79662927710507,1.233830900381803,-15.477839112332093,28.60536226580079,-31.95058537177834,"4.14","1.75",,,,"94.2",2191,"7.6",745717,656577,670623,664040,678554,676609,668227,642350,676356,"52.93",,,,,,,,68,1,"Sinker",9,1,9,1,1,9,9,1,"Standard","Standard",255,"0","-0.016",,,,"0.016",,8,8,"1","1",26,32,27,32,1,4,2,1,1,1,"2.63","1.15","1.15","2.1"
"ST","2024-07-22","84.6","-2.2","5.06","Judge, Aaron",592450,676604,,"swinging_strike",,,,,8,"Aaron Judge flies out to center fielder Jose Siri.","R","R","R","NYY","TB","S",,,1,1,2024,"1.73","0.47","0.24","2.43",,,,0,7,"Bot",,,,,,,2.2259211138730484,-123.24259581565288,-0.7263327206730599,17.162993773020332,24.636667790562285,-27.423868031454372,"4.05","1.83",,,,"84.6",2802,"6.2",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.26",,,,,,,,55,3,"Sweeper",6,1,6,1,1,6,6,1,"Standard","Standard",69,"0","-0.051","82.0","9.3",,"0.051",,5,5,"0.988","0.988",29,32,29,32,1,3,,1,6,1,"2.71","-1.73","-1.73","33.4"
"ST","2024-07-22","88.7","-1.95","5.33","Judge, Aaron",592450,676604,,"ball",,,,,14,"Aaron Judge flies out to center fielder Jose Siri.","R","R","R","NYY","TB","B",,,0,1,2024,"0.89","-0.09","0.35","1.69",,,,0,7,"Bot",,,,,,,3.7464353423041237,-129.20979208234465,-2.703861611152791,9.280089144420316,26.125469205629827,-32.80924357674787,"4","1.95",,,,"88.5",2782,"6",745717,656577,670623,664040,678554,676609,668227,642350,676356,"54.49",,,,,,,,55,2,"Sweeper",6,1,6,1,1,6,6,1,"Standard","Standard",114,"0","0.023",,,,"-0.023",,5,5,"0.988","0.988",29,32,29,32,1,3,,1,6,1,"2.97","-0.89","-0.89","38.8"
